Fecha,Hora,Place,humedad_suelo,humedad_amb,temperatura
28 02 23,12:37:51,sala,53%,43.40%,24.40C
28 02 23,12:37:51,cuarto,47.73678%,28%,24C
28 02 23,12:37:58,sala,53%,43.30%,24.40C
28 02 23,12:37:58,cuarto,47.88438%,28%,24C
28 02 23,12:38:05,sala,53%,42.70%,24.40C
28 02 23,12:38:05,cuarto,47.83518%,27%,24C
28 02 23,12:38:20,sala,53%,40.80%,24.40C
28 02 23,12:38:20,cuarto,47.34317%,27%,24C
28 02 23,12:38:27,sala,53%,43.00%,24.40C
28 02 23,12:38:27,cuarto,47.29397%,27%,24C
28 02 23,12:38:42,sala,53%,43.70%,24.40C
28 02 23,12:38:42,cuarto,47.53997%,27%,24C
28 02 23,12:38:56,sala,53%,44.10%,24.40C
28 02 23,12:38:56,cuarto,47.58918%,27%,24C
28 02 23,12:39:03,sala,53%,44.30%,24.50C
28 02 23,12:39:03,cuarto,47.83518%,28%,24C
28 02 23,12:39:25,sala,53%,44.20%,24.50C
28 02 23,12:39:25,cuarto,47.68758%,28%,24C
28 02 23,12:39:33,sala,53%,44.10%,24.50C
28 02 23,12:39:33,cuarto,47.68758%,27%,24C
28 02 23,12:39:40,sala,53%,43.90%,24.50C
28 02 23,12:39:40,cuarto,47.68758%,27%,24C
28 02 23,12:39:47,sala,53%,43.60%,24.50C
28 02 23,12:39:47,cuarto,47.73678%,27%,24C
28 02 23,12:39:54,sala,53%,42.40%,24.50C
28 02 23,12:39:54,cuarto,47.53997%,27%,24C
28 02 23,12:40:02,sala,53%,41.80%,24.50C
28 02 23,12:40:02,cuarto,47.53997%,26%,24C
28 02 23,12:40:09,sala,53%,41.50%,24.50C
28 02 23,12:40:09,at,7237,6,2C
28 02 23,12:40:16,sala,53%,41.40%,24.40C
28 02 23,12:40:16,cuarto,47.49078%,26%,24C
28 02 23,12:40:31,sala,53%,41.40%,24.40C
28 02 23,12:40:31,cuarto,47.73678%,26%,24C
28 02 23,12:40:38,sala,53%,41.60%,24.50C
28 02 23,12:40:38,cuarto,47.49078%,26%,24C
28 02 23,12:40:45,sala,53%,41.60%,24.50C
28 02 23,12:40:45,cuarto,47.29397%,26%,24C
28 02 23,12:40:53,sala,53%,41.60%,24.50C
28 02 23,12:40:53,cuarto,47.73678%,26%,24C
28 02 23,12:41:00,sala,53%,41.60%,24.50C
28 02 23,12:41:00,cuarto,47.73678%,26%,24C
28 02 23,12:41:07,sala,53%,41.80%,24.50C
28 02 23,12:41:07,cuarto,47.78598%,26%,24C
28 02 23,12:41:14,sala,53%,42.00%,24.50C
28 02 23,12:41:14,cuarto,47.49078%,26%,24C
28 02 23,12:41:22,sala,53%,42.30%,24.50C
28 02 23,12:41:22,cuarto,47.44157%,26%,24C
28 02 23,12:41:29,sala,53%,42.70%,24.50C
28 02 23,12:41:29,cuarto,47.88438%,26%,24C
28 02 23,12:41:36,sala,53%,43.10%,24.50C
28 02 23,12:41:36,cuarto,47.93358%,26%,24C
28 02 23,12:41:43,sala,53%,43.10%,24.50C
28 02 23,12:41:43,cuarto,47.63838%,26%,24C
28 02 23,12:41:51,sala,53%,42.70%,24.50C
28 02 23,12:41:51,cuarto,47.44157%,26%,24C
28 02 23,12:41:58,sala,53%,42.30%,24.50C
28 02 23,12:41:58,cuarto,47.73678%,27%,24C
28 02 23,12:42:05,sala,53%,42.70%,24.50C
28 02 23,12:42:05,cuarto,47.53997%,27%,24C
28 02 23,12:42:13,sala,53%,43.00%,24.50C
28 02 23,12:42:13,cuarto,47.53997%,27%,24C
28 02 23,12:42:20,sala,53%,43.50%,24.50C
28 02 23,12:42:20,cuarto,47.73678%,28%,24C
28 02 23,12:42:27,sala,53%,43.60%,24.50C
28 02 23,12:42:27,cuarto,47.88438%,28%,24C
28 02 23,12:42:42,sala,53%,43.50%,24.60C
28 02 23,12:42:42,cuarto,47.49078%,28%,24C
28 02 23,12:42:49,sala,53%,43.00%,24.60C
28 02 23,12:42:49,cuarto,47.73678%,28%,24C
28 02 23,12:42:56,sala,53%,42.50%,24.50C
28 02 23,12:42:56,cuarto,47.88438%,28%,24C
28 02 23,12:43:04,sala,53%,42.00%,24.60C
28 02 23,12:43:04,cuarto,47.49078%,28%,24C
28 02 23,12:43:11,sala,53%,41.50%,24.50C
28 02 23,12:43:11,cuarto,47.49078%,28%,24C
28 02 23,12:43:18,sala,53%,41.40%,24.60C
28 02 23,12:43:18,cuarto,47.44157%,28%,24C
28 02 23,12:43:25,sala,53%,41.10%,24.50C
28 02 23,12:43:25,cuarto,47.44157%,28%,24C
28 02 23,12:43:33,sala,53%,40.60%,24.50C
28 02 23,12:43:33,cuarto,47.68758%,28%,24C
28 02 23,12:43:40,sala,53%,40.40%,24.50C
28 02 23,12:43:40,cuarto,47.68758%,27%,24C
28 02 23,12:43:47,sala,53%,40.30%,24.50C
28 02 23,12:43:47,cuarto,47.78598%,27%,24C
28 02 23,12:43:54,sala,53%,40.40%,24.50C
28 02 23,12:43:54,cuarto,47.44157%,27%,24C
28 02 23,12:44:02,sala,53%,40.60%,24.50C
28 02 23,12:44:02,cuarto,45.76876%,26%,24C
28 02 23,12:44:09,sala,53%,40.60%,24.50C
28 02 23,12:44:09,cuarto,47.68758%,26%,24C
28 02 23,12:44:16,sala,53%,40.50%,24.50C
28 02 23,12:44:16,cuarto,47.49078%,26%,24C
28 02 23,12:44:24,sala,53%,40.40%,24.50C
28 02 23,12:44:24,cuarto,47.63838%,27%,24C
28 02 23,12:44:31,sala,53%,40.50%,24.50C
28 02 23,12:44:31,cuarto,47.49078%,27%,24C
28 02 23,12:44:38,sala,53%,41.00%,24.50C
28 02 23,12:44:38,cuarto,47.93358%,27%,24C
28 02 23,12:44:45,sala,53%,40.70%,24.50C
28 02 23,12:44:45,cuarto,47.58918%,27%,24C
28 02 23,12:44:53,sala,53%,40.70%,24.50C
28 02 23,12:44:53,cuarto,47.83518%,27%,24C
28 02 23,12:45:00,sala,53%,40.80%,24.50C
28 02 23,12:45:00,cuarto,47.93358%,27%,24C
28 02 23,12:45:14,sala,53%,41.40%,24.40C
28 02 23,12:45:14,cuarto,47.49078%,27%,24C
28 02 23,12:45:22,sala,53%,41.50%,24.40C
28 02 23,12:45:22,cuarto,47.34317%,27%,24C
28 02 23,12:45:29,sala,53%,41.70%,24.50C
28 02 23,12:45:29,cuarto,47.63838%,27%,24C
28 02 23,12:45:36,sala,53%,41.70%,24.40C
28 02 23,12:45:36,cuarto,47.49078%,27%,24C
28 02 23,12:45:44,sala,53%,41.90%,24.40C
28 02 23,12:45:44,cuarto,47.53997%,26%,24C
28 02 23,12:45:51,sala,53%,42.00%,24.40C
28 02 23,12:45:51,cuarto,47.73678%,26%,24C
28 02 23,12:45:58,sala,53%,42.00%,24.40C
28 02 23,12:45:58,cuarto,47.93358%,26%,24C
28 02 23,12:46:05,sala,53%,42.10%,24.40C
28 02 23,12:46:05,cuarto,47.63838%,26%,24C
28 02 23,12:46:13,sala,53%,42.10%,24.40C
28 02 23,12:46:13,cuarto,47.19557%,26%,24C
28 02 23,12:46:20,sala,53%,42.30%,24.40C
28 02 23,12:46:20,cuarto,47.58918%,26%,24C
28 02 23,12:46:27,sala,53%,42.40%,24.40C
28 02 23,12:46:27,cuarto,47.78598%,27%,24C
28 02 23,12:46:34,sala,53%,42.50%,24.40C
28 02 23,12:46:34,cuarto,47.63838%,27%,24C
28 02 23,12:46:42,sala,53%,42.50%,24.40C
28 02 23,12:46:42,cuarto,47.39237%,27%,24C
28 02 23,12:46:49,sala,53%,42.50%,24.40C
28 02 23,12:46:49,cuarto,47.98278%,28%,24C
28 02 23,12:46:56,sala,53%,42.50%,24.40C
28 02 23,12:46:56,cuarto,47.73678%,28%,24C
28 02 23,12:47:04,sala,53%,42.40%,24.40C
28 02 23,12:47:04,cuarto,47.19557%,28%,24C
28 02 23,12:47:11,sala,53%,42.40%,24.40C
28 02 23,12:47:11,cuarto,47.68758%,28%,24C
28 02 23,12:47:18,sala,53%,42.40%,24.40C
28 02 23,12:47:18,cuarto,47.83518%,28%,24C
28 02 23,12:47:25,sala,53%,42.50%,24.40C
28 02 23,12:47:25,cuarto,47.44157%,28%,24C
28 02 23,12:47:33,sala,53%,42.50%,24.40C
28 02 23,12:47:33,cuarto,47.73678%,28%,24C
28 02 23,12:47:40,sala,53%,42.50%,24.40C
28 02 23,12:47:40,cuarto,48.08118%,29%,24C
28 02 23,12:47:47,sala,53%,42.40%,24.40C
28 02 23,12:47:47,cuarto,47.88438%,29%,24C
28 02 23,12:47:55,sala,53%,42.40%,24.40C
28 02 23,12:47:55,cuarto,47.63838%,29%,24C
28 02 23,12:48:02,sala,53%,42.30%,24.40C
28 02 23,12:48:02,cuarto,47.68758%,29%,24C
28 02 23,12:48:09,sala,53%,42.10%,24.40C
28 02 23,12:48:09,cuarto,47.63838%,29%,24C
28 02 23,12:48:16,sala,53%,41.90%,24.40C
28 02 23,12:48:16,cuarto,47.58918%,29%,24C
28 02 23,12:48:24,sala,53%,41.70%,24.40C
28 02 23,12:48:24,cuarto,47.68758%,29%,24C
28 02 23,12:48:45,sala,53%,41.50%,24.40C
28 02 23,12:48:45,cuarto,47.93358%,29%,24C
28 02 23,12:48:53,sala,53%,40.60%,24.40C
28 02 23,12:48:53,cuarto,47.78598%,29%,24C
28 02 23,12:49:15,sala,53%,40.30%,24.40C
28 02 23,12:49:15,cuarto,47.68758%,29%,24C
28 02 23,12:49:29,sala,53%,40.30%,24.40C
28 02 23,12:49:29,cuarto,47.44157%,29%,24C
28 02 23,12:49:36,sala,53%,40.30%,24.40C
28 02 23,12:49:36,cuarto,47.44157%,29%,24C
28 02 23,12:49:44,sala,53%,40.20%,24.40C
28 02 23,12:49:44,cuarto,47.29397%,29%,24C
28 02 23,12:49:51,sala,53%,40.10%,24.40C
28 02 23,12:49:51,cuarto,47.63838%,29%,24C
28 02 23,12:50:13,sala,53%,39.70%,24.40C
28 02 23,12:50:13,cuarto,47.73678%,29%,24C
28 02 23,12:50:42,sala,53%,39.50%,24.40C
28 02 23,12:50:42,cuarto,47.63838%,28%,24C
28 02 23,12:50:49,sala,53%,39.70%,24.50C
28 02 23,12:50:49,cuarto,47.24477%,28%,24C
28 02 23,12:51:04,sala,53%,39.90%,24.50C
28 02 23,12:51:04,cuarto,47.34317%,28%,24C
28 02 23,12:51:11,sala,53%,39.80%,24.50C
28 02 23,12:51:11,cuarto,47.68758%,28%,24C
28 02 23,12:51:18,sala,53%,39.80%,24.50C
28 02 23,12:51:18,cuarto,47.73678%,28%,24C
28 02 23,12:51:25,sala,53%,39.80%,24.50C
28 02 23,12:51:25,cuarto,47.68758%,28%,24C
28 02 23,12:51:33,sala,53%,40.00%,24.50C
28 02 23,12:51:33,cuarto,47.63838%,28%,24C
28 02 23,12:51:40,sala,53%,40.00%,24.50C
28 02 23,12:51:40,cuarto,47.09717%,28%,24C
28 02 23,12:51:47,sala,53%,40.00%,24.50C
28 02 23,12:51:47,cuarto,47.73678%,28%,24C
28 02 23,12:51:55,sala,53%,40.00%,24.50C
28 02 23,12:51:55,cuarto,47.83518%,28%,24C
28 02 23,12:52:09,sala,53%,40.10%,24.50C
28 02 23,12:52:09,cuarto,47.44157%,28%,24C
28 02 23,12:52:16,sala,53%,40.00%,24.50C
28 02 23,12:52:16,cuarto,47.49078%,28%,24C
28 02 23,12:52:24,sala,53%,40.00%,24.50C
28 02 23,12:52:24,cuarto,47.44157%,28%,24C
28 02 23,12:52:31,sala,53%,39.90%,24.50C
28 02 23,12:52:31,cuarto,47.49078%,28%,24C
28 02 23,12:52:38,sala,53%,39.80%,24.50C
28 02 23,12:52:38,cuarto,47.39237%,28%,24C
28 02 23,12:52:46,sala,53%,39.90%,24.50C
28 02 23,12:52:46,cuarto,47.83518%,29%,24C
28 02 23,12:52:53,sala,53%,40.00%,24.50C
28 02 23,12:52:53,cuarto,47.73678%,29%,24C
28 02 23,12:53:00,sala,53%,40.10%,24.50C
28 02 23,12:53:00,cuarto,47.78598%,29%,24C
28 02 23,12:53:07,sala,53%,40.10%,24.50C
28 02 23,12:53:07,cuarto,47.68758%,29%,24C
28 02 23,12:53:15,sala,53%,40.00%,24.50C
28 02 23,12:53:15,cuarto,47.39237%,28%,24C
28 02 23,12:53:22,sala,53%,40.00%,24.50C
28 02 23,12:53:22,cuarto,47.19557%,28%,24C
28 02 23,12:53:29,sala,53%,40.00%,24.50C
28 02 23,12:53:29,cuarto,47.68758%,28%,24C
28 02 23,12:53:36,sala,53%,40.00%,24.50C
28 02 23,12:53:36,cuarto,47.73678%,28%,24C
28 02 23,12:53:44,sala,53%,40.00%,24.50C
28 02 23,12:53:44,cuarto,48.03198%,28%,24C
28 02 23,12:53:51,sala,53%,40.10%,24.50C
28 02 23,12:53:51,cuarto,47.63838%,28%,24C
28 02 23,12:53:58,sala,53%,40.10%,24.40C
28 02 23,12:53:58,cuarto,47.49078%,28%,24C
28 02 23,12:54:06,sala,53%,40.20%,24.50C
28 02 23,12:54:06,cuarto,47.68758%,29%,24C
28 02 23,12:54:13,sala,53%,40.20%,24.50C
28 02 23,12:54:13,cuarto,47.63838%,29%,24C
28 02 23,12:54:27,sala,53%,40.30%,24.50C
28 02 23,12:54:27,cuarto,48.08118%,29%,24C
28 02 23,12:54:42,sala,53%,40.10%,24.50C
28 02 23,12:54:42,cuarto,47.44157%,29%,24C
28 02 23,12:54:49,sala,53%,40.00%,24.50C
28 02 23,12:54:49,cuarto,47.73678%,29%,24C
28 02 23,12:54:56,sala,53%,40.00%,24.50C
28 02 23,12:54:56,cuarto,47.88438%,29%,24C
28 02 23,12:55:04,sala,53%,39.90%,24.50C
28 02 23,12:55:04,cuarto,47.39237%,28%,24C
28 02 23,12:55:18,sala,53%,39.70%,24.50C
28 02 23,12:55:18,cuarto,47.44157%,28%,24C
28 02 23,12:55:26,sala,53%,40.00%,24.50C
28 02 23,12:55:26,cuarto,47.73678%,28%,24C
28 02 23,12:55:33,sala,53%,40.00%,24.50C
28 02 23,12:55:33,cuarto,47.73678%,29%,24C
28 02 23,12:55:47,sala,53%,39.90%,24.50C
28 02 23,12:55:47,cuarto,47.63838%,29%,24C
28 02 23,12:56:02,sala,53%,39.90%,24.50C
28 02 23,12:56:02,cuarto,47.68758%,28%,24C
28 02 23,12:56:09,sala,53%,39.80%,24.50C
28 02 23,12:56:09,cuarto,47.63838%,28%,24C
28 02 23,12:56:16,sala,53%,39.60%,24.50C
28 02 23,12:56:16,cuarto,47.44157%,29%,24C
28 02 23,12:56:24,sala,53%,39.70%,24.50C
28 02 23,12:56:24,cuarto,47.93358%,29%,24C
28 02 23,12:56:31,sala,53%,39.30%,24.50C
28 02 23,12:56:31,cuarto,47.44157%,29%,24C
28 02 23,12:56:38,sala,53%,39.30%,24.50C
28 02 23,12:56:38,cuarto,47.44157%,29%,24C
28 02 23,12:56:46,sala,53%,39.30%,24.50C
28 02 23,12:56:46,cuarto,47.68758%,29%,24C
28 02 23,12:56:53,sala,53%,39.30%,24.50C
28 02 23,12:56:53,cuarto,47.88438%,29%,24C
28 02 23,12:57:00,sala,53%,39.40%,24.50C
28 02 23,12:57:00,cuarto,47.83518%,28%,24C
28 02 23,12:57:15,sala,53%,39.40%,24.50C
28 02 23,12:57:15,cuarto,47.44157%,28%,24C
28 02 23,12:57:29,sala,53%,39.40%,24.50C
28 02 23,12:57:29,cuarto,47.78598%,29%,24C
28 02 23,12:57:37,sala,53%,39.40%,24.50C
28 02 23,12:57:37,cuarto,47.73678%,29%,24C
28 02 23,12:57:44,sala,53%,39.30%,24.50C
28 02 23,12:57:44,cuarto,47.53997%,29%,24C
28 02 23,12:57:51,sala,53%,39.30%,24.50C
28 02 23,12:57:51,cuarto,47.53997%,29%,24C
28 02 23,12:57:58,sala,53%,39.20%,24.50C
28 02 23,12:57:58,cuarto,47.73678%,29%,24C
28 02 23,12:58:06,sala,53%,39.10%,24.50C
28 02 23,12:58:06,cuarto,47.24477%,29%,24C
28 02 23,12:58:13,sala,53%,38.80%,24.50C
28 02 23,12:58:13,cuarto,47.93358%,28%,24C
28 02 23,12:58:20,sala,53%,38.70%,24.50C
28 02 23,12:58:20,cuarto,47.73678%,28%,24C
28 02 23,12:58:27,sala,53%,38.70%,24.50C
28 02 23,12:58:27,cuarto,47.73678%,28%,24C
28 02 23,12:58:35,sala,53%,38.60%,24.50C
28 02 23,12:58:35,cuarto,47.44157%,28%,24C
28 02 23,12:58:42,sala,53%,38.70%,24.50C
28 02 23,12:58:42,cuarto,47.63838%,28%,24C
28 02 23,12:58:49,sala,53%,38.70%,24.50C
28 02 23,12:58:49,cuarto,47.73678%,28%,24C
28 02 23,12:58:57,sala,53%,38.80%,24.60C
28 02 23,12:58:57,cuarto,47.78598%,28%,24C
28 02 23,12:59:04,sala,53%,38.90%,24.50C
28 02 23,12:59:04,cuarto,47.88438%,29%,24C
28 02 23,12:59:11,sala,53%,39.10%,24.60C
28 02 23,12:59:11,cuarto,47.83518%,29%,24C
28 02 23,12:59:18,sala,53%,39.30%,24.60C
28 02 23,12:59:18,cuarto,47.44157%,29%,24C
28 02 23,12:59:26,sala,53%,39.40%,24.60C
28 02 23,12:59:26,cuarto,47.53997%,28%,24C
28 02 23,12:59:33,sala,53%,39.60%,24.60C
28 02 23,12:59:33,cuarto,47.68758%,28%,24C
28 02 23,12:59:40,sala,53%,39.80%,24.50C
28 02 23,12:59:40,cuarto,47.88438%,28%,24C
28 02 23,12:59:55,sala,53%,40.00%,24.60C
28 02 23,12:59:55,cuarto,47.34317%,28%,24C
28 02 23,13:00:02,sala,53%,39.70%,24.60C
28 02 23,13:00:02,cuarto,47.73678%,29%,24C
28 02 23,13:00:46,sala,53%,39.60%,24.60C
28 02 23,13:00:46,uat4417,8,4,caro759%29%C
28 02 23,13:00:53,sala,53%,39.60%,24.60C
28 02 23,13:00:53,at,776,9,4
28 02 23,13:01:00,sala,53%,39.40%,24.60C
28 02 23,13:01:00,cuarto,47.53997%,28%,24C
28 02 23,13:01:08,sala,53%,39.10%,24.60C
28 02 23,13:01:08,cuarto,47.63838%,28%,24C
28 02 23,13:01:15,sala,53%,38.90%,24.60C
28 02 23,13:01:15,cuarto,47.73678%,28%,24C
28 02 23,13:01:22,sala,53%,38.80%,24.60C
28 02 23,13:01:22,cuarto,47.93358%,28%,24C
28 02 23,13:01:29,sala,53%,38.80%,24.60C
28 02 23,13:01:29,cuarto,47.29397%,28%,24C
28 02 23,13:01:37,sala,53%,39.00%,24.60C
28 02 23,13:01:37,cuarto,47.83518%,28%,24C
28 02 23,13:01:44,sala,53%,39.10%,24.60C
28 02 23,13:01:44,cuarto,47.34317%,28%,24C
28 02 23,13:01:51,sala,53%,39.10%,24.60C
28 02 23,13:01:51,cuarto,47.88438%,28%,24C
28 02 23,13:01:58,sala,53%,39.10%,24.60C
28 02 23,13:01:58,cuarto,47.68758%,28%,24C
28 02 23,13:02:06,sala,53%,39.10%,24.60C
28 02 23,13:02:06,cuarto,47.34317%,28%,24C
28 02 23,13:02:13,sala,53%,39.10%,24.60C
28 02 23,13:02:13,cuarto,47.44157%,28%,24C
28 02 23,13:02:20,sala,53%,39.00%,24.60C
28 02 23,13:02:20,cuarto,47.93358%,29%,24C
28 02 23,13:02:28,sala,53%,38.90%,24.60C
28 02 23,13:02:28,cuarto,47.63838%,28%,24C
28 02 23,13:02:35,sala,53%,38.80%,24.60C
28 02 23,13:02:35,cuarto,47.68758%,28%,24C
28 02 23,13:02:49,sala,53%,38.80%,24.60C
28 02 23,13:02:49,cuarto,47.34317%,28%,24C
28 02 23,13:02:57,sala,53%,38.90%,24.60C
28 02 23,13:02:57,cuarto,47.63838%,29%,24C
28 02 23,13:03:11,sala,53%,38.90%,24.60C
28 02 23,13:03:11,cuarto,47.39237%,28%,24C
28 02 23,13:03:18,sala,53%,39.00%,24.60C
28 02 23,13:03:18,cuarto,47.39237%,28%,24C
28 02 23,13:03:26,sala,53%,39.00%,24.60C
28 02 23,13:03:26,cuarto,47.63838%,28%,24C
28 02 23,13:03:33,sala,53%,39.10%,24.60C
28 02 23,13:03:33,cuarto,47.73678%,29%,24C
28 02 23,13:03:40,sala,53%,39.00%,24.60C
28 02 23,13:03:40,cuarto,47.49078%,28%,24C
28 02 23,13:04:02,sala,53%,39.00%,24.60C
28 02 23,13:04:02,cuarto,47.44157%,28%,24C
28 02 23,13:04:17,sala,53%,38.70%,24.60C
28 02 23,13:04:17,cuarto,47.49078%,28%,24C
28 02 23,13:04:31,sala,53%,38.60%,24.70C
28 02 23,13:04:31,cuarto,47.73678%,28%,24C
28 02 23,13:04:38,sala,53%,38.20%,24.60C
28 02 23,13:04:38,cuarto,47.58918%,28%,24C
28 02 23,13:04:46,sala,53%,38.10%,24.60C
28 02 23,13:04:46,cuarto,47.53997%,28%,24C
28 02 23,13:04:53,sala,53%,38.00%,24.70C
28 02 23,13:04:53,cuarto,47.83518%,28%,24C
28 02 23,13:05:00,sala,53%,37.90%,24.70C
28 02 23,13:05:00,cuarto,47.53997%,29%,24C
28 02 23,13:05:22,sala,53%,38.10%,24.70C
28 02 23,13:05:22,cuarto,47.83518%,29%,24C
28 02 23,13:05:29,sala,53%,37.90%,24.70C
28 02 23,13:05:29,cuarto,47.63838%,28%,24C
28 02 23,13:05:37,sala,53%,37.80%,24.70C
28 02 23,13:05:37,cuarto,47.83518%,28%,24C
28 02 23,13:05:44,sala,53%,37.80%,24.70C
28 02 23,13:05:44,cuarto,47.49078%,28%,24C
28 02 23,13:05:51,sala,53%,37.80%,24.70C
28 02 23,13:05:51,cuarto,47.39237%,28%,24C
28 02 23,13:05:59,sala,53%,37.90%,24.70C
28 02 23,13:05:59,cuarto,47.49078%,29%,24C
28 02 23,13:06:06,sala,53%,38.00%,24.70C
28 02 23,13:06:06,cuarto,47.68758%,29%,24C
28 02 23,13:06:13,sala,53%,38.10%,24.70C
28 02 23,13:06:13,cuarto,47.73678%,28%,24C
28 02 23,13:06:28,sala,53%,38.20%,24.70C
28 02 23,13:06:28,cuarto,47.63838%,28%,24C
28 02 23,13:06:42,sala,53%,38.40%,24.70C
28 02 23,13:06:42,cuarto,47.83518%,28%,24C
28 02 23,13:06:57,sala,53%,39.00%,24.70C
28 02 23,13:06:57,cuarto,47.53997%,28%,24C
28 02 23,13:07:04,sala,53%,39.30%,24.70C
28 02 23,13:07:04,cuarto,47.44157%,28%,24C
28 02 23,13:07:11,sala,53%,39.30%,24.70C
28 02 23,13:07:11,cuarto,47.63838%,28%,24C
28 02 23,13:07:19,sala,53%,39.40%,24.60C
28 02 23,13:07:19,cuarto,47.44157%,28%,24C
28 02 23,13:07:26,sala,53%,39.70%,24.70C
28 02 23,13:07:26,cuarto,47.73678%,28%,24C
28 02 23,13:07:33,sala,53%,39.70%,24.70C
28 02 23,13:07:33,cuarto,47.29397%,29%,24C
28 02 23,13:07:40,sala,53%,39.80%,24.70C
28 02 23,13:07:40,cuarto,47.78598%,29%,24C
28 02 23,13:07:48,sala,53%,39.80%,24.70C
28 02 23,13:07:48,cuarto,47.73678%,29%,24C
28 02 23,13:07:55,sala,53%,39.70%,24.70C
28 02 23,13:07:55,cuarto,47.73678%,29%,24C
28 02 23,13:08:02,sala,53%,39.90%,24.70C
28 02 23,13:08:02,cuarto,47.63838%,29%,24C
28 02 23,13:08:09,sala,53%,40.00%,24.70C
28 02 23,13:08:09,cuarto,47.63838%,29%,24C
28 02 23,13:08:17,sala,53%,40.20%,24.70C
28 02 23,13:08:17,cuarto,47.78598%,29%,24C
28 02 23,13:08:24,sala,53%,40.30%,24.70C
28 02 23,13:08:24,cuarto,47.34317%,29%,24C
28 02 23,13:08:31,sala,53%,40.30%,24.70C
28 02 23,13:08:31,cuarto,47.49078%,29%,24C
28 02 23,13:08:39,sala,53%,40.40%,24.70C
28 02 23,13:08:39,cuarto,47.44157%,29%,24C
28 02 23,13:08:46,sala,53%,40.50%,24.70C
28 02 23,13:08:46,cuarto,47.63838%,28%,24C
28 02 23,13:08:53,sala,53%,40.60%,24.70C
28 02 23,13:08:53,cuarto,47.78598%,28%,24C
28 02 23,13:09:00,sala,53%,40.60%,24.70C
28 02 23,13:09:00,cuarto,47.34317%,28%,24C
28 02 23,13:09:08,sala,53%,40.60%,24.70C
28 02 23,13:09:08,cuarto,47.29397%,28%,24C
28 02 23,13:09:15,sala,53%,40.70%,24.70C
28 02 23,13:09:15,cuarto,47.29397%,27%,24C
28 02 23,13:09:22,sala,53%,40.70%,24.70C
28 02 23,13:09:22,cuarto,47.44157%,27%,24C
28 02 23,13:09:29,sala,53%,40.70%,24.70C
28 02 23,13:09:29,cuarto,47.44157%,27%,24C
28 02 23,13:09:37,sala,53%,40.80%,24.70C
28 02 23,13:09:37,cuarto,47.44157%,27%,24C
28 02 23,13:09:44,sala,53%,40.80%,24.70C
28 02 23,13:09:44,cuarto,47.58918%,27%,24C
28 02 23,13:09:51,sala,53%,40.80%,24.70C
28 02 23,13:09:51,cuarto,47.49078%,27%,24C
28 02 23,13:09:59,sala,53%,40.90%,24.70C
28 02 23,13:09:59,cuarto,47.49078%,28%,24C
28 02 23,13:10:20,sala,53%,40.50%,24.70C
28 02 23,13:10:20,cuarto,47.49078%,28%,24C
28 02 23,13:10:28,sala,53%,40.40%,24.70C
28 02 23,13:10:28,cuarto,47.44157%,28%,24C
28 02 23,13:10:35,sala,53%,40.40%,24.70C
28 02 23,13:10:35,cuarto,47.44157%,28%,24C
28 02 23,13:10:42,sala,53%,40.40%,24.70C
28 02 23,13:10:42,cuarto,47.63838%,28%,24C
28 02 23,13:10:49,sala,53%,40.40%,24.70C
28 02 23,13:10:49,cuarto,47.68758%,29%,24C
28 02 23,13:10:57,sala,53%,40.40%,24.70C
28 02 23,13:10:57,cuarto,47.44157%,29%,24C
28 02 23,13:11:04,sala,53%,40.40%,24.70C
28 02 23,13:11:04,cuarto,47.44157%,29%,24C
28 02 23,13:11:11,sala,53%,40.30%,24.60C
28 02 23,13:11:11,cuarto,47.93358%,28%,24C
28 02 23,13:11:19,sala,53%,40.40%,24.70C
28 02 23,13:11:19,cuarto,47.63838%,28%,24C
28 02 23,13:11:26,sala,53%,40.40%,24.70C
28 02 23,13:11:26,cuarto,47.63838%,28%,24C
28 02 23,13:11:33,sala,53%,40.50%,24.70C
28 02 23,13:11:33,cuarto,47.49078%,28%,24C
28 02 23,13:11:40,sala,53%,40.40%,24.70C
28 02 23,13:11:40,cuarto,47.68758%,28%,24C
28 02 23,13:11:48,sala,53%,40.50%,24.70C
28 02 23,13:11:48,cuarto,47.63838%,28%,24C
28 02 23,13:11:55,sala,53%,40.60%,24.70C
28 02 23,13:11:55,cuarto,47.63838%,28%,24C
28 02 23,13:12:02,sala,53%,40.50%,24.60C
28 02 23,13:12:02,cuarto,47.78598%,28%,24C
28 02 23,13:12:17,sala,53%,40.50%,24.70C
28 02 23,13:12:17,cuarto,47.49078%,28%,24C
28 02 23,13:12:24,sala,53%,40.50%,24.70C
28 02 23,13:12:24,cuarto,47.63838%,28%,24C
28 02 23,13:12:31,sala,53%,40.40%,24.70C
28 02 23,13:12:31,cuarto,47.24477%,29%,24C
28 02 23,13:12:39,sala,53%,40.30%,24.70C
28 02 23,13:12:39,cuarto,47.49078%,28%,24C
28 02 23,13:12:53,sala,53%,40.30%,24.70C
28 02 23,13:12:53,cuarto,47.63838%,29%,24C
28 02 23,13:13:00,sala,53%,40.70%,24.70C
28 02 23,13:13:00,cuarto,47.44157%,29%,24C
28 02 23,13:13:08,sala,53%,40.20%,24.70C
28 02 23,13:13:08,cuarto,47.68758%,29%,24C
28 02 23,13:13:22,sala,53%,39.90%,24.70C
28 02 23,13:13:22,cuarto,47.44157%,29%,24C
